name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area
,792,220816676,,yes,,,"POLYGON ((-122.2871812 47.6628333, -122.2871579 47.6628653, -122.2871748 47.662871, -122.2871454 47.6629114, -122.2870956 47.6628948, -122.2870836 47.6629114, -122.2869469 47.662866, -122.2869365 47.6628803, -122.2868467 47.6628505, -122.2868819 47.6628021, -122.2869497 47.6628246, -122.2869896 47.6627697, -122.2871812 47.6628333))",POINT (-122.287028607497 47.66284477899553),215.3
,793,220816679,,yes,,,"POLYGON ((-122.2869791 47.6629232, -122.2870951 47.6629538, -122.2870912 47.6629606, -122.2871405 47.6629736, -122.2871031 47.6630383, -122.2870715 47.66303, -122.287068 47.663036, -122.2870161 47.6630223, -122.2870198 47.6630159, -122.2869329 47.662993, -122.2869259 47.6630051, -122.2868994 47.6629981, -122.2869106 47.6629787, -122.2868986 47.6629755, -122.2868826 47.6630032, -122.2868063 47.6629831, -122.2868241 47.6629524, -122.2868541 47.6629603, -122.2868598 47.6629504, -122.2868765 47.6629549, -122.2869064 47.6629032, -122.2869541 47.6629158, -122.2869459 47.66293, -122.2869713 47.6629367, -122.2869791 47.6629232))",POINT (-122.2869851866389 47.66297378751356),183.6
,794,220816681,,yes,,,"POLYGON ((-122.2877086 47.6632596, -122.2876759 47.6633186, -122.2874642 47.663265, -122.2874969 47.663206, -122.2877086 47.6632596))",POINT (-122.2875864 47.66326230000001),118.8
,795,220816683,,yes,,,"POLYGON ((-122.2875575 47.6634476, -122.2874016 47.6634133, -122.2874269 47.663361, -122.2874393 47.6633638, -122.2874446 47.6633527, -122.2874334 47.6633502, -122.2874568 47.6633018, -122.2874903 47.6633092, -122.2874922 47.6633054, -122.2875585 47.66332, -122.287556 47.6633252, -122.2876 47.6633349, -122.2875743 47.663388, -122.2875851 47.6633904, -122.2875575 47.6634476))",POINT (-122.287504308877 47.66337459834951),155.3
,796,220816685,,yes,,,"POLYGON ((-122.286961 47.6630503, -122.2870872 47.663076, -122.2870741 47.6631054, -122.2870905 47.6631087, -122.287068 47.6631593, -122.2870058 47.6631467, -122.2870026 47.6631539, -122.2869317 47.6631395, -122.2869557 47.6630855, -122.2869108 47.6630764, -122.2869116 47.6630747, -122.2868726 47.6630668, -122.2868894 47.6630291, -122.2869638 47.6630442, -122.286961 47.6630503))",POINT (-122.2869927321257 47.66309648101611),126.1
,797,220816690,,yes,,,"POLYGON ((-122.2869412 47.6632361, -122.2869471 47.663232, -122.2869203 47.6632279, -122.2869352 47.6631839, -122.2869642 47.6631883, -122.2869733 47.6631613, -122.2871071 47.6631819, -122.2870815 47.6632577, -122.2869412 47.6632361))",POINT (-122.2870177560182 47.66320939192383),100.4
,798,220816691,,yes,,,"POLYGON ((-122.2868491 47.6632835, -122.2870091 47.6632953, -122.2870063 47.663313, -122.2870104 47.6633133, -122.2870001 47.6633769, -122.2868359 47.6633648, -122.2868491 47.6632835))",POINT (-122.2869241202914 47.66333034584615),112.1
,799,220816752,,yes,,,"POLYGON ((-122.2904903 47.6619904, -122.2903808 47.6619584, -122.2904001 47.6619283, -122.2904142 47.6619324, -122.2904494 47.6618775, -122.290414 47.6618671, -122.2904641 47.6617888, -122.2905238 47.6618063, -122.2905453 47.6617727, -122.2906165 47.6617935, -122.2904903 47.6619904))",POINT (-122.2904964717431 47.66187701553076),209.8
,800,220816754,,yes,,,"POLYGON ((-122.2896841 47.6617505, -122.2895783 47.6617467, -122.2895824 47.6616949, -122.2896639 47.6616979, -122.2896643 47.6616925, -122.2896543 47.6616922, -122.2896578 47.6616478, -122.2897183 47.66165, -122.2897169 47.6616672, -122.2897328 47.6616678, -122.2897275 47.6617345, -122.2896855 47.6617329, -122.2896841 47.6617505))",POINT (-122.2896632195677 47.66170590030821),86.9
,801,220816757,,yes,,,"POLYGON ((-122.290242 47.6613521, -122.2902435 47.6613272, -122.290613 47.661331, -122.2906135 47.6613385, -122.2909408 47.66134, -122.2908635 47.6615069, -122.290242 47.6613521))",POINT (-122.2906529830781 47.66139193973516),553.7
,802,220816762,,yes,,,"POLYGON ((-122.2887374 47.6627246, -122.2887361 47.6627609, -122.2886772 47.66276, -122.2886784 47.6627236, -122.2887374 47.6627246))",POINT (-122.2887072618934 47.66274226947355),17.9
,803,220816763,,yes,,,"POLYGON ((-122.2867561 47.6632512, -122.2866818 47.6632394, -122.2867009 47.6631846, -122.2867772 47.6631997, -122.2867561 47.6632512))",POINT (-122.2867287422325 47.66321848791094),35.7
,804,220816765,,yes,,,"POLYGON ((-122.2896496 47.6622743, -122.2897361 47.6622739, -122.2897368 47.6623323, -122.2896503 47.6623327, -122.2896496 47.6622743))",POINT (-122.2896932 47.6623033),42.2
,805,220816766,,yes,,,"POLYGON ((-122.2887741 47.6619232, -122.2887727 47.6618737, -122.2888347 47.6618729, -122.2888361 47.6619224, -122.2887741 47.6619232))",POINT (-122.2888044 47.66189804999999),25.6
,806,220816767,,yes,,,"POLYGON ((-122.2877532 47.6632326, -122.2877801 47.6631848, -122.2878267 47.6631968, -122.2877999 47.6632446, -122.2877532 47.6632326))",POINT (-122.2877899689813 47.66321470699053),21.3
,807,220816768,,yes,,,"POLYGON ((-122.2879639 47.66296, -122.2879637 47.6629257, -122.2880458 47.6629255, -122.288046 47.6629598, -122.2879639 47.66296))",POINT (-122.28800485 47.66294275),23.5
,808,220816770,,yes,,,"POLYGON ((-122.2886421 47.6621566, -122.2886421 47.6620563, -122.2887267 47.6620563, -122.2887267 47.6621566, -122.2886421 47.6621566))",POINT (-122.2886844 47.66210645),70.8
,809,220816771,,yes,,,"POLYGON ((-122.2877001 47.6633283, -122.2877281 47.6632784, -122.2877774 47.663291, -122.2877493 47.6633409, -122.2877001 47.6633283))",POINT (-122.2877387309891 47.66330964308892),23.5
,810,220816772,,yes,,,"POLYGON ((-122.2872656 47.6623501, -122.2873625 47.66226, -122.2873999 47.662307, -122.2873232 47.6623783, -122.2872656 47.6623501))",POINT (-122.2873368800348 47.66232311879249),59.2
,811,220816773,,yes,,,"POLYGON ((-122.2876683 47.6633799, -122.2876952 47.6633326, -122.2877466 47.6633459, -122.2877198 47.6633932, -122.2876683 47.6633799))",POINT (-122.2877074691643 47.6633629061526),23.3
,812,220816777,,yes,,,"POLYGON ((-122.2897869 47.6624759, -122.2897229 47.6624767, -122.2897209 47.6624044, -122.2897848 47.6624035, -122.2897869 47.6624759))",POINT (-122.2897538827204 47.66244013405818),38.6
,813,220816779,,yes,,,"POLYGON ((-122.2899481 47.6621979, -122.2898306 47.6621982, -122.2898304 47.6621499, -122.2899479 47.6621497, -122.2899481 47.6621979))",POINT (-122.2898892297066 47.66217392505735),47.3
,814,220816780,,yes,,,"POLYGON ((-122.2887215 47.6619016, -122.2887257 47.6619581, -122.2886384 47.6619611, -122.2886341 47.6619046, -122.2887215 47.6619016))",POINT (-122.2886799241543 47.66193134463887),41.3
,815,220816782,,yes,,,"POLYGON ((-122.2880021 47.6619037, -122.2879991 47.6618631, -122.2880437 47.6618615, -122.2880467 47.6619022, -122.2880021 47.6619037))",POINT (-122.2880229090784 47.66188262412395),15.2
Laurelhurst West Condominiums,816,220816784,,apartments,,,"POLYGON ((-122.2869246 47.6617621, -122.2869352 47.661774, -122.2869777 47.6617568, -122.2870557 47.6618441, -122.2870114 47.6618621, -122.2870234 47.6618756, -122.2869795 47.6618934, -122.2869931 47.6619087, -122.2869685 47.6619187, -122.286982 47.6619338, -122.2869397 47.6619509, -122.2869519 47.6619646, -122.2868761 47.6619954, -122.2868883 47.662009, -122.286833 47.6620314, -122.2868175 47.662014, -122.2867107 47.6620574, -122.2867648 47.6621178, -122.286679 47.6621526, -122.2866279 47.6620954, -122.2865158 47.6621408, -122.2865299 47.6621565, -122.2864678 47.6621817, -122.2864523 47.6621644, -122.2863802 47.6621936, -122.2863691 47.6621812, -122.2863305 47.6621969, -122.2863185 47.6621835, -122.2862915 47.6621944, -122.2862779 47.6621792, -122.2862392 47.6621949, -122.2862279 47.6621823, -122.2861851 47.6621996, -122.2861089 47.6621144, -122.2861993 47.6620695, -122.286452 47.6619703, -122.286429 47.6619446, -122.2864072 47.6619201, -122.2865807 47.6618498, -122.2866005 47.661872, -122.2866202 47.661894, -122.2868006 47.6618181, -122.2868602 47.6617967, -122.2868547 47.6617904, -122.2869246 47.6617621))",POINT (-122.2866024350958 47.66199716760275),1505.7
,817,220816788,,yes,,,"POLYGON ((-122.2878564 47.6631339, -122.2878309 47.6631903, -122.2877747 47.6631787, -122.2877826 47.6631613, -122.2877216 47.6631487, -122.2877335 47.6631224, -122.2877947 47.663135, -122.2878004 47.6631224, -122.2878564 47.6631339))",POINT (-122.2877962145031 47.66315145997795),43.5
,818,220816790,,yes,,,"POLYGON ((-122.2890301 47.6627179, -122.2890302 47.6627373, -122.2890679 47.6627373, -122.289068 47.6627776, -122.289029 47.6627776, -122.289029 47.6627952, -122.2888878 47.6627953, -122.2888877 47.662718, -122.2890301 47.6627179))",POINT (-122.2889698065856 47.66275665245527),104.4
,819,220910092,,yes,,,"POLYGON ((-122.2935521 47.6618068, -122.2935491 47.6613428, -122.293769 47.6613421, -122.2937693 47.6614004, -122.2940151 47.6613997, -122.2940158 47.6615177, -122.2939889 47.6615178, -122.2939891 47.6615577, -122.2939894 47.6616028, -122.2940134 47.6616028, -122.2940142 47.6617186, -122.2940046 47.6617186, -122.2940049 47.6617666, -122.2937793 47.6617673, -122.2937796 47.6618061, -122.2935521 47.6618068))",POINT (-122.2937657477992 47.66157857552201),1579.1
,820,220910093,,yes,,,"POLYGON ((-122.2931645 47.6629503, -122.2933319 47.6630632, -122.2932304 47.6631319, -122.293063 47.663019, -122.2931645 47.6629503))",POINT (-122.29319745 47.6630411),191.6
,821,220910094,,yes,,,"POLYGON ((-122.2915943 47.6623338, -122.2914893 47.6622767, -122.2914799 47.6622846, -122.291418 47.6622509, -122.2915008 47.6621815, -122.2915475 47.6622069, -122.2915638 47.6621933, -122.2916651 47.6622484, -122.2916538 47.6622579, -122.2916727 47.6622681, -122.2915943 47.6623338))",POINT (-122.2915511658504 47.66225455631585),168.1
,822,220910095,,yes,,,"POLYGON ((-122.2911244 47.6623991, -122.2913143 47.6622991, -122.2913701 47.6623475, -122.2912961 47.6623865, -122.291306 47.6623951, -122.2911901 47.662456, -122.2911244 47.6623991))",POINT (-122.2912468712345 47.6623779647563),136.6
,823,220910096,,yes,,,"POLYGON ((-122.2929121 47.662982, -122.2930181 47.6628997, -122.2930951 47.662945, -122.2929916 47.6630254, -122.292973 47.6630145, -122.2929594 47.6630251, -122.2929108 47.6629966, -122.292922 47.6629878, -122.2929121 47.662982))",POINT (-122.2929997633475 47.66296590774159),98.7
,824,220910097,,yes,,,"POLYGON ((-122.2927887 47.6629036, -122.2928895 47.6628197, -122.2929718 47.6628649, -122.2928705 47.6629492, -122.2928579 47.6629423, -122.2928448 47.6629532, -122.2927874 47.6629217, -122.292801 47.6629104, -122.2927887 47.6629036))",POINT (-122.2928753054559 47.66288837692859),104.7
,825,220910098,,yes,,,"POLYGON ((-122.2928126 47.6627248, -122.2928963 47.6627727, -122.2927323 47.6629037, -122.2926485 47.6628558, -122.2928126 47.6627248))",POINT (-122.2927724137134 47.66281425657957),157.1
,826,220910099,,yes,,,"POLYGON ((-122.2924933 47.6627329, -122.2925876 47.6626499, -122.2926513 47.6626829, -122.2926459 47.6626877, -122.2926804 47.6627056, -122.2925915 47.6627838, -122.2924933 47.6627329))",POINT (-122.2925879878626 47.66271731667392),105.9
,827,220910100,,yes,,,"POLYGON ((-122.2922722 47.6626101, -122.2923701 47.6625308, -122.2923829 47.6625381, -122.292401 47.6625234, -122.2924555 47.6625541, -122.2924349 47.6625707, -122.2924707 47.6625909, -122.2924372 47.662618, -122.2924527 47.6626267, -122.2924067 47.662664, -122.2923872 47.662653, -122.2923713 47.6626659, -122.2922722 47.6626101))",POINT (-122.2923789747627 47.66259732241455),133.3
,828,220910101,,yes,,,"POLYGON ((-122.292342 47.6625024, -122.2922551 47.6625705, -122.2922136 47.6625463, -122.2922278 47.6625352, -122.2921371 47.6624824, -122.2922098 47.6624254, -122.2922363 47.6624408, -122.2922423 47.6624361, -122.2923166 47.6624793, -122.2923105 47.662484, -122.292342 47.6625024))",POINT (-122.2922412156743 47.66249436876856),121.4
,829,220910102,,yes,,,"POLYGON ((-122.2919669 47.6623024, -122.2918163 47.6624285, -122.2917511 47.6623929, -122.2917844 47.6623651, -122.2917802 47.6623629, -122.2918978 47.6622647, -122.2919669 47.6623024))",POINT (-122.291858165946 47.6623461825908),118.7
,830,220910103,,yes,,,"POLYGON ((-122.2921409 47.6623453, -122.2920308 47.6624357, -122.2919871 47.6624115, -122.2919972 47.6624032, -122.2919601 47.6623827, -122.2920433 47.6623143, -122.2920776 47.6623333, -122.2920944 47.6623194, -122.2921409 47.6623453))",POINT (-122.2920471677311 47.66237044313593),91.2
,831,220910104,,yes,,,"POLYGON ((-122.2906405 47.6627751, -122.2906091 47.6626786, -122.2907051 47.6626644, -122.2907088 47.6626757, -122.2907439 47.6626705, -122.290757 47.6627106, -122.2907362 47.6627137, -122.2907459 47.6627434, -122.2907363 47.6627448, -122.2907413 47.6627602, -122.2906405 47.6627751))",POINT (-122.2906831366223 47.66271699261509),97.7
,832,220910106,,yes,,,"POLYGON ((-122.290629 47.662787, -122.2905363 47.6628248, -122.2905215 47.6628082, -122.2905084 47.6628135, -122.2904256 47.6627207, -122.2904908 47.6626941, -122.2904846 47.6626871, -122.2905181 47.6626735, -122.2905249 47.6626812, -122.290532 47.6626783, -122.290629 47.662787))",POINT (-122.2905269281951 47.66275124883914),131.8
,833,220910108,,commercial,,,"POLYGON ((-122.2938615 47.6627992, -122.2941021 47.6626681, -122.29417 47.662725, -122.293982 47.6628275, -122.2940596 47.6628925, -122.2940885 47.6628768, -122.294135 47.6629157, -122.2939775 47.6630015, -122.2937897 47.6628443, -122.293804 47.6628365, -122.293783 47.6628189, -122.2938448 47.6627852, -122.2938615 47.6627992))",POINT (-122.2939788012142 47.66284033994373),459.0
,834,220910111,,yes,,,"POLYGON ((-122.2908801 47.6628132, -122.2907825 47.6627843, -122.2908332 47.6627061, -122.2909308 47.6627349, -122.2908801 47.6628132))",POINT (-122.2908566563694 47.66275963121164),75.9
,835,220910112,,yes,,,"POLYGON ((-122.2914183 47.6631587, -122.2914198 47.6630369, -122.2915607 47.6630377, -122.2915594 47.663146, -122.2914832 47.6631456, -122.291483 47.663159, -122.2914183 47.6631587))",POINT (-122.2914874930028 47.66309473316716),134.6
,836,220910113,,yes,,,"POLYGON ((-122.2930978 47.6632019, -122.2929596 47.6631193, -122.2930291 47.6630663, -122.2930508 47.6630793, -122.2930753 47.6630606, -122.293201 47.6631357, -122.2931486 47.6631757, -122.2931393 47.6631702, -122.2930978 47.6632019))",POINT (-122.2930801892625 47.66312832991071),146.9
,837,220910114,,yes,,,"POLYGON ((-122.2903599 47.6628166, -122.2903453 47.6628153, -122.2903498 47.6627924, -122.2903638 47.6627936, -122.2903706 47.6627582, -122.2904527 47.6627654, -122.2904461 47.6627997, -122.2904891 47.6628035, -122.2904829 47.6628357, -122.2905117 47.6628382, -122.2905022 47.6628875, -122.2904281 47.662881, -122.2904266 47.662889, -122.2903842 47.6628853, -122.2903863 47.6628747, -122.2903494 47.6628715, -122.2903599 47.6628166))",POINT (-122.2904225609144 47.6628296837253),127.0
,838,220910115,,yes,,,"POLYGON ((-122.2908702 47.6628717, -122.2909706 47.6627251, -122.2910083 47.6627246, -122.2910365 47.6627345, -122.2910437 47.6627517, -122.2910873 47.662768, -122.2910704 47.6627932, -122.2910961 47.6628011, -122.2911362 47.6627993, -122.2911405 47.6628235, -122.2910974 47.6628269, -122.291078 47.6628502, -122.2911206 47.6628492, -122.2911262 47.6628976, -122.2910533 47.6628994, -122.2910506 47.6628912, -122.2909336 47.6628565, -122.2909107 47.6628847, -122.2908702 47.6628717))",POINT (-122.2910116006861 47.66281934342838),225.3
,839,220910116,,yes,,,"POLYGON ((-122.2909092 47.6629667, -122.2910503 47.6629636, -122.2910514 47.6629879, -122.2910586 47.6629877, -122.291061 47.6630399, -122.2909415 47.6630425, -122.2909418 47.6630488, -122.2908571 47.6630506, -122.2908536 47.6629752, -122.2909096 47.662974, -122.2909092 47.6629667))",POINT (-122.2909560656224 47.66300654070842),130.0
,840,220910117,,yes,,,"POLYGON ((-122.290563 47.6629621, -122.2905599 47.6630289, -122.290511 47.6630278, -122.2905106 47.663035, -122.2904958 47.6630347, -122.2904952 47.6630485, -122.2903536 47.6630454, -122.290355 47.663017, -122.2903392 47.6630166, -122.2903405 47.6629894, -122.2903537 47.6629897, -122.2903552 47.6629576, -122.290563 47.6629621))",POINT (-122.2904500275564 47.6630010730583),144.5
,841,220910118,,yes,,,"POLYGON ((-122.2914648 47.6624769, -122.2913551 47.6625618, -122.2913378 47.6625516, -122.2913228 47.6625633, -122.2912788 47.6625373, -122.2912924 47.6625268, -122.2912648 47.6625105, -122.2913765 47.6624241, -122.291403 47.6624397, -122.2914338 47.6624159, -122.2914806 47.6624435, -122.2914493 47.6624678, -122.2914648 47.6624769))",POINT (-122.2913714365523 47.66248969965669),135.8
,842,220910119,,yes,,,"POLYGON ((-122.2928662 47.6631538, -122.293047 47.6632598, -122.2930258 47.6632763, -122.2930301 47.6632788, -122.2930114 47.6632934, -122.2930027 47.6632882, -122.29297 47.6633137, -122.2927936 47.6632102, -122.2928662 47.6631538))",POINT (-122.2929201608283 47.66323459196008),148.7
,843,220910120,,yes,,,"POLYGON ((-122.2910677 47.6631528, -122.2909151 47.6631523, -122.2909143 47.663124, -122.2909076 47.6631236, -122.2908971 47.6631147, -122.2908974 47.6631049, -122.2909021 47.6630991, -122.2909148 47.6630977, -122.2909155 47.6630796, -122.2910498 47.6630795, -122.2910503 47.663098, -122.2910704 47.6630969, -122.2910677 47.6631528))",POINT (-122.2909871555695 47.66311664803316),94.3
,844,220910121,,yes,,,"POLYGON ((-122.2910545 47.6632479, -122.290876 47.6632477, -122.2908762 47.6631766, -122.2910411 47.6631767, -122.2910411 47.6631831, -122.2910546 47.6631831, -122.2910545 47.6632479))",POINT (-122.290964781492 47.66321245151011),105.2
,845,220910122,,yes,,,"POLYGON ((-122.2915084 47.6632405, -122.2916449 47.6631293, -122.2916962 47.663158, -122.291681 47.6631703, -122.2917352 47.6632007, -122.2916237 47.6632915, -122.2916292 47.6632946, -122.2915931 47.663324, -122.2915172 47.6632815, -122.2915434 47.6632601, -122.2915084 47.6632405))",POINT (-122.2916170200282 47.66322645068347),179.2
,846,220910123,,yes,,,"POLYGON ((-122.2905163 47.6630695, -122.2905173 47.6631203, -122.2904998 47.6631204, -122.2905006 47.6631617, -122.2903554 47.663163, -122.2903549 47.6631325, -122.2903414 47.6631326, -122.2903408 47.6631002, -122.2903589 47.6631001, -122.2903583 47.6630708, -122.2905163 47.6630695))",POINT (-122.290430347592 47.66311528526484),121.5
,847,220910124,,yes,,,"POLYGON ((-122.2917125 47.6625891, -122.291595 47.6626819, -122.291572 47.6626687, -122.2915626 47.6626761, -122.2915422 47.6626644, -122.29153 47.662674, -122.2914804 47.6626453, -122.2914913 47.6626368, -122.2914246 47.6625983, -122.2914899 47.6625466, -122.2915571 47.6625855, -122.2915773 47.6625696, -122.291606 47.6625862, -122.2916488 47.6625523, -122.2917125 47.6625891))",POINT (-122.2915665330199 47.66261149545875),174.3
