name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area
,710,220791620,,yes,,,"POLYGON ((-122.2887455 47.6600955, -122.2887452 47.6599752, -122.2889082 47.6599751, -122.2889082 47.6599938, -122.2889177 47.6599938, -122.2889178 47.6600742, -122.2888601 47.6600743, -122.2888602 47.6600953, -122.2887455 47.6600955))",POINT (-122.2888271818591 47.66003260523646),161.3
,711,220791621,,yes,,,"POLYGON ((-122.288593 47.6594375, -122.2885911 47.6592781, -122.288654 47.6592778, -122.2886543 47.6592994, -122.2886705 47.6592993, -122.2886703 47.6592804, -122.2887332 47.6592801, -122.288735 47.6594368, -122.288593 47.6594375))",POINT (-122.2886627837844 47.65935913896622),184.6
,712,220791622,,yes,,,"POLYGON ((-122.2887878 47.6586225, -122.2889527 47.6586227, -122.2889525 47.6586929, -122.288957 47.6586911, -122.2889567 47.6587618, -122.2888909 47.6587617, -122.2888912 47.6586908, -122.2887876 47.6586907, -122.2887878 47.6586225))",POINT (-122.288885904425 47.65867710019936),132.7
Springbrook Professional Center,713,220792842,,yes,,,"POLYGON ((-122.2865912 47.6614354, -122.2860857 47.6616638, -122.2859586 47.6616626, -122.2859577 47.6614457, -122.2859574 47.6613906, -122.2859573 47.6613654, -122.2862083 47.6613641, -122.2862076 47.6613374, -122.2865688 47.6613395, -122.2865972 47.6613486, -122.2866159 47.6613627, -122.2866233 47.6613721, -122.2866307 47.6613844, -122.2866284 47.6614035, -122.2866161 47.6614198, -122.2865912 47.6614354))",POINT (-122.2862291897695 47.66147138921593),1200.8
,714,220816583,,yes,,,"POLYGON ((-122.2905711 47.662073, -122.290758 47.6621146, -122.2907188 47.6621952, -122.2905318 47.6621536, -122.2905711 47.662073))",POINT (-122.2906449195409 47.66213410237801),139.4
,715,220816584,,yes,,,"POLYGON ((-122.2905759 47.6622062, -122.2905587 47.6622318, -122.2905517 47.6622296, -122.2905206 47.6622757, -122.2904031 47.6622395, -122.2904042 47.6622379, -122.2903708 47.6622276, -122.2903824 47.6622104, -122.2904047 47.6622173, -122.2904196 47.6621953, -122.2904245 47.6621968, -122.2904452 47.662166, -122.2905759 47.6622062))",POINT (-122.2904792384464 47.66222073254793),96.8
,716,220816585,,yes,,,"POLYGON ((-122.2903143 47.6623774, -122.2902681 47.6623326, -122.2902792 47.6623273, -122.2902547 47.6623037, -122.2902699 47.6622965, -122.2902645 47.6622913, -122.290363 47.662245, -122.2904391 47.6623187, -122.2903143 47.6623774))",POINT (-122.2903422889187 47.66231115669043),109.1
,717,220816586,,yes,,,"POLYGON ((-122.291014 47.6620227, -122.2909033 47.6619885, -122.2909599 47.6619048, -122.2910706 47.661939, -122.291014 47.6620227))",POINT (-122.29098695 47.66196375000001),93.5
,718,220816587,,yes,,,"POLYGON ((-122.2905985 47.6619175, -122.2906527 47.6618161, -122.2907491 47.6618396, -122.2907549 47.6618289, -122.2907945 47.6618385, -122.2907901 47.6618469, -122.2909249 47.6618798, -122.2909114 47.661905, -122.2908718 47.6618953, -122.2908297 47.661974, -122.2905985 47.6619175))",POINT (-122.2907488736795 47.66189346243387),236.9
,719,220816588,,yes,,,"POLYGON ((-122.2903682 47.6618391, -122.2903621 47.6618373, -122.2903265 47.6618916, -122.2903473 47.6618978, -122.2903317 47.6619217, -122.2902783 47.6619057, -122.2902899 47.6618879, -122.290249 47.6618757, -122.2902653 47.6618509, -122.2902522 47.661847, -122.2902545 47.6617939, -122.2903036 47.661719, -122.2903219 47.6617131, -122.2904297 47.6617454, -122.2903682 47.6618391))",POINT (-122.2903256671974 47.66180578950554),174.8
,720,220816589,,yes,,,"POLYGON ((-122.2900677 47.6616541, -122.2900698 47.6617265, -122.2899486 47.6617281, -122.2899465 47.6616557, -122.2900677 47.6616541))",POINT (-122.29000815 47.6616911),73.3
,721,220816590,,yes,,,"POLYGON ((-122.2900482 47.6624154, -122.2900475 47.6624409, -122.2900894 47.6624415, -122.2900881 47.6624874, -122.2900305 47.6624866, -122.2900301 47.6624989, -122.2898491 47.6624966, -122.2898514 47.6624129, -122.2900482 47.6624154))",POINT (-122.2899602849886 47.66245646876374),151.9
,722,220816591,,yes,,,"POLYGON ((-122.2898828 47.6616395, -122.2898827 47.6617748, -122.2898092 47.6617748, -122.2898092 47.6617238, -122.2897692 47.6617238, -122.2897692 47.6616395, -122.2898828 47.6616395))",POINT (-122.2898316058101 47.66170068475087),111.2
,723,220816592,,yes,,,"POLYGON ((-122.2893649 47.662408, -122.2895722 47.6624079, -122.2895723 47.662453, -122.2895826 47.662453, -122.2895827 47.6624771, -122.2895734 47.6624771, -122.2895734 47.6624972, -122.2894123 47.6624973, -122.2894123 47.6624868, -122.289365 47.6624868, -122.2893649 47.662408))",POINT (-122.2894723948585 47.66245174622428),152.6
,724,220816593,,yes,,,"POLYGON ((-122.289035 47.6623877, -122.289035 47.6624266, -122.2890564 47.6624266, -122.2890564 47.6624828, -122.288992 47.6624829, -122.288992 47.6624638, -122.2889264 47.6624638, -122.2889264 47.662454, -122.2888906 47.6624541, -122.2888906 47.6623878, -122.289035 47.6623877))",POINT (-122.2889754746549 47.6624306920927),105.6
Rudy's Barbershop Laurelhurst,725,220816598,,yes,,,"POLYGON ((-122.2884952 47.6613026, -122.2885011 47.6613729, -122.2882743 47.6613815, -122.2882684 47.6613112, -122.2884708 47.6613035, -122.2884952 47.6613026))",POINT (-122.2883847547763 47.6613420435134),133.5
,726,220816599,,yes,,,"POLYGON ((-122.287899 47.6615675, -122.2878429 47.6614955, -122.2882129 47.6613641, -122.288269 47.6614361, -122.287899 47.6615675))",POINT (-122.28805595 47.6614658),283.8
,727,220816603,,yes,,,"POLYGON ((-122.2891321 47.6615811, -122.2891323 47.6616538, -122.2891255 47.6616538, -122.2891255 47.6616744, -122.2890381 47.6616745, -122.289038 47.6616521, -122.2889366 47.6616522, -122.2889365 47.6616095, -122.2889638 47.6616094, -122.2889637 47.6615813, -122.2891321 47.6615811))",POINT (-122.2890448916099 47.66162382585321),125.8
,728,220816604,,yes,,,"POLYGON ((-122.2884159 47.6617947, -122.2884145 47.6617192, -122.2884331 47.661708, -122.2885161 47.6617073, -122.2885157 47.6616844, -122.2885655 47.661684, -122.2885659 47.6617063, -122.2886524 47.6617055, -122.2886537 47.661776, -122.2885615 47.6617768, -122.2885618 47.6617935, -122.2884159 47.6617947))",POINT (-122.2885296963316 47.66174479634302),168.3
,729,220816606,,yes,,,"POLYGON ((-122.289584 47.6615911, -122.2895856 47.6616689, -122.2894037 47.6616706, -122.2894022 47.6615928, -122.289584 47.6615911))",POINT (-122.2894938752531 47.66163085356285),118.1
,730,220816607,,yes,,,"POLYGON ((-122.2883818 47.6618239, -122.2885664 47.6618215, -122.2885666 47.6618279, -122.2886094 47.6618273, -122.2886112 47.6618933, -122.2885666 47.6618939, -122.2885668 47.6619009, -122.2883868 47.6619032, -122.2883867 47.6618984, -122.2883594 47.6618988, -122.2883575 47.6618293, -122.2883819 47.6618289, -122.2883818 47.6618239))",POINT (-122.2884827016937 47.6618621959547),159.8
,731,220816608,,yes,,,"POLYGON ((-122.2888777 47.6618627, -122.2888758 47.6617954, -122.2888955 47.6617951, -122.2888952 47.6617847, -122.2890409 47.6617828, -122.2890415 47.6618028, -122.289065 47.6618025, -122.289066 47.6618387, -122.2890439 47.661839, -122.2890445 47.6618605, -122.2888777 47.6618627))",POINT (-122.2889665497105 47.66182317439243),113.0
,732,220816609,,yes,,,"POLYGON ((-122.2893568 47.6617884, -122.2893556 47.6617296, -122.2893901 47.6617292, -122.2893899 47.6617171, -122.2894048 47.661717, -122.2894047 47.6617102, -122.2894282 47.66171, -122.289428 47.6617041, -122.2894934 47.6617035, -122.2894936 47.6617135, -122.2895615 47.6617128, -122.2895631 47.6617864, -122.2893568 47.6617884))",POINT (-122.289461997429 47.66174963025222),128.3
,733,220816610,,yes,,,"POLYGON ((-122.2896012 47.6618121, -122.2896038 47.6618634, -122.2895705 47.6618641, -122.2895718 47.6618902, -122.2894321 47.6618934, -122.2894317 47.6618853, -122.2894069 47.6618859, -122.2894046 47.6618388, -122.2894166 47.6618386, -122.2894155 47.6618164, -122.2896012 47.6618121))",POINT (-122.2895021105627 47.66185153142179),116.6
,734,220816611,,yes,,,"POLYGON ((-122.2883849 47.6620013, -122.2883852 47.6619129, -122.2886009 47.6619133, -122.2886006 47.6620016, -122.2883849 47.6620013))",POINT (-122.2884928796549 47.6619572749554),159.0
,735,220816612,,yes,,,"POLYGON ((-122.289982 47.6618041, -122.2899832 47.66186, -122.2899614 47.6618602, -122.2899621 47.6618935, -122.2898103 47.6618949, -122.2898097 47.6618635, -122.2897827 47.6618637, -122.2897821 47.6618361, -122.2898072 47.6618359, -122.2898066 47.6618057, -122.289982 47.6618041))",POINT (-122.2898874807142 47.66184813548627),129.9
,736,220816614,,yes,,,"POLYGON ((-122.2894401 47.6620104, -122.2894389 47.6619758, -122.2894265 47.661976, -122.2894245 47.6619176, -122.2896159 47.6619145, -122.2896164 47.6619301, -122.2896471 47.6619296, -122.2896498 47.6620071, -122.2894401 47.6620104))",POINT (-122.2895371275386 47.66196263090191),164.9
,737,220816615,,yes,,,"POLYGON ((-122.288386 47.6621029, -122.2883852 47.6620162, -122.288599 47.6620154, -122.2885998 47.6621021, -122.288386 47.6621029))",POINT (-122.2884925 47.66205915),154.7
,738,220816616,,yes,,,"POLYGON ((-122.2900468 47.6619056, -122.2900484 47.6620006, -122.2898758 47.6620019, -122.2898755 47.66198, -122.2898259 47.6619803, -122.2898255 47.6619561, -122.289802 47.6619563, -122.2898012 47.6619074, -122.2900468 47.6619056))",POINT (-122.2899342468251 47.6619508131265),176.7
,739,220816617,,yes,,,"POLYGON ((-122.2885898 47.6621207, -122.2885893 47.6621298, -122.2886296 47.6621308, -122.2886265 47.6621901, -122.2885882 47.6621892, -122.2885873 47.6622067, -122.2885396 47.6622056, -122.288539 47.6622179, -122.2884853 47.6622166, -122.2884859 47.6622045, -122.2884199 47.6622029, -122.2884215 47.6621728, -122.2883991 47.6621723, -122.2884003 47.6621495, -122.2884159 47.6621498, -122.2884176 47.6621166, -122.2885898 47.6621207))",POINT (-122.2885151838263 47.6621630177486),150.8
,740,220816618,,yes,,,"POLYGON ((-122.2888591 47.6619582, -122.288859 47.6619141, -122.2889182 47.661914, -122.288918 47.6618778, -122.2890314 47.6618776, -122.2890317 47.661958, -122.2888591 47.6619582))",POINT (-122.2889556652495 47.66192194342778),97.8
,741,220816619,,yes,,,"POLYGON ((-122.2880032 47.6623674, -122.2879882 47.6623675, -122.2879891 47.6624241, -122.2878982 47.6624248, -122.2878972 47.6623655, -122.2878854 47.6623656, -122.2878834 47.6622526, -122.2880012 47.6622516, -122.2880032 47.6623674))",POINT (-122.2879433716078 47.66233352864433),156.4
,742,220816620,,yes,,,"POLYGON ((-122.2894231 47.6621154, -122.2894219 47.6620894, -122.2894141 47.6620896, -122.2894122 47.6620489, -122.2894915 47.6620473, -122.2894914 47.6620432, -122.2895805 47.6620413, -122.2895837 47.6621121, -122.2894231 47.6621154))",POINT (-122.2895006149979 47.6620789461879),95.1
,743,220816621,,yes,,,"POLYGON ((-122.2897806 47.662026, -122.2899765 47.6620248, -122.2899769 47.6620542, -122.2899966 47.6620541, -122.2899971 47.6620884, -122.2899665 47.6620886, -122.2899669 47.6621188, -122.2897933 47.6621199, -122.2897926 47.6620691, -122.2897812 47.6620691, -122.2897806 47.662026))",POINT (-122.2898844540588 47.66207106388928),151.7
,744,220816622,,yes,,,"POLYGON ((-122.2884224 47.6623141, -122.2884222 47.6622828, -122.2883962 47.6622829, -122.288396 47.6622539, -122.2884316 47.6622538, -122.2884315 47.6622302, -122.2886075 47.6622298, -122.288608 47.6623136, -122.2884224 47.6623141))",POINT (-122.2885112112781 47.66227218365363),134.3
,745,220816623,,yes,,,"POLYGON ((-122.2890419 47.6620087, -122.2890384 47.6620805, -122.2889036 47.6620775, -122.2889053 47.662043, -122.2888601 47.662042, -122.288862 47.6620047, -122.2890419 47.6620087))",POINT (-122.2889595439751 47.66204024854211),94.9
,746,220816624,,yes,,,"POLYGON ((-122.2888588 47.6621858, -122.288858 47.662146, -122.2889122 47.6621455, -122.2889113 47.6620982, -122.2890406 47.662097, -122.2890424 47.6621841, -122.2888588 47.6621858))",POINT (-122.2889621458455 47.66214509118448),112.0
,747,220816625,,yes,,,"POLYGON ((-122.2896041 47.6621335, -122.2896072 47.6622242, -122.2895792 47.6622247, -122.2895789 47.6622136, -122.289402 47.6622164, -122.2893993 47.6621368, -122.2896041 47.6621335))",POINT (-122.289504743682 47.66217578367215),138.7
,748,220816626,,yes,,,"POLYGON ((-122.2885931 47.6623399, -122.2885936 47.6624192, -122.2883977 47.6624199, -122.2883975 47.6623901, -122.2883827 47.6623901, -122.2883824 47.6623546, -122.2883937 47.6623545, -122.2883936 47.6623405, -122.2885931 47.6623399))",POINT (-122.2884916120905 47.66237952364991),134.6
,749,220816627,,yes,,,"POLYGON ((-122.2898555 47.6623906, -122.2898572 47.6623177, -122.2899079 47.6623183, -122.2899088 47.6622795, -122.2899681 47.6622802, -122.2899684 47.6622665, -122.2900723 47.6622676, -122.2900694 47.6623928, -122.2898555 47.6623906))",POINT (-122.2899739703352 47.66233527959005),194.6
,750,220816628,,yes,,,"POLYGON ((-122.288412 47.662433, -122.2885915 47.6624307, -122.2885936 47.662505, -122.2884141 47.6625073, -122.288412 47.662433))",POINT (-122.2885028 47.662469),111.3
,751,220816629,,yes,,,"POLYGON ((-122.2888107 47.6623652, -122.2888144 47.6622309, -122.288843 47.6622313, -122.2888431 47.6622289, -122.2890265 47.6622312, -122.2890245 47.6623023, -122.2889222 47.662301, -122.2889204 47.6623666, -122.2888107 47.6623652))",POINT (-122.2889025837443 47.66228746237686),185.3
,752,220816630,,yes,,,"POLYGON ((-122.2893639 47.6623883, -122.2893619 47.6622903, -122.2894841 47.6622892, -122.2894837 47.6622689, -122.2895461 47.6622683, -122.2895485 47.6623866, -122.2893639 47.6623883))",POINT (-122.2894591223186 47.66233454807361),161.5
,753,220816631,,yes,,,"POLYGON ((-122.2895832 47.6628062, -122.2895165 47.6628056, -122.2895165 47.6628029, -122.2894276 47.662802, -122.289428 47.6627839, -122.289406 47.6627837, -122.2894072 47.6627307, -122.2894762 47.6627314, -122.2894767 47.6627049, -122.2895354 47.6627054, -122.2895349 47.6627274, -122.2895848 47.6627279, -122.2895832 47.6628062))",POINT (-122.2895002769923 47.66276094296362),118.4
,754,220816632,,yes,,,"POLYGON ((-122.288398 47.6627189, -122.2885389 47.6627179, -122.2885401 47.6627937, -122.2883991 47.6627947, -122.288398 47.6627189))",POINT (-122.2884690251779 47.66275630448024),89.2
,755,220816633,,yes,,,"POLYGON ((-122.2879598 47.6628557, -122.2879548 47.6627217, -122.2880259 47.6627205, -122.2880254 47.6627063, -122.2880601 47.6627057, -122.2880608 47.6627242, -122.2880662 47.6627241, -122.2880702 47.6628314, -122.2880436 47.6628318, -122.2880444 47.6628542, -122.2879598 47.6628557))",POINT (-122.2880120492235 47.6627831311533),123.4
,756,220816634,,yes,,,"POLYGON ((-122.2897635 47.6627164, -122.2899604 47.6627127, -122.289961 47.6627267, -122.2899748 47.6627264, -122.2899756 47.6627455, -122.289964 47.6627457, -122.2899654 47.6627791, -122.2898974 47.6627804, -122.289898 47.6627937, -122.2897669 47.6627962, -122.2897635 47.6627164))",POINT (-122.2898620685192 47.66275231012975),126.7
,757,220816635,,yes,,,"POLYGON ((-122.2893869 47.6629074, -122.2893891 47.6628599, -122.2894075 47.6628602, -122.2894088 47.6628323, -122.2895779 47.6628359, -122.2895744 47.6629113, -122.2893869 47.6629074))",POINT (-122.2894855273616 47.66287259015383),113.9
,758,220816636,,yes,,,"POLYGON ((-122.2885461 47.6628098, -122.2885472 47.6628845, -122.2884647 47.6628851, -122.2884648 47.6628926, -122.2884307 47.6628928, -122.2884306 47.6628855, -122.2883894 47.6628857, -122.2883887 47.6628356, -122.2884054 47.6628355, -122.2884051 47.6628107, -122.2885461 47.6628098))",POINT (-122.2884698041785 47.66284948282789),97.1
,759,220816637,,yes,,,"POLYGON ((-122.2879438 47.6628018, -122.2879341 47.6628018, -122.2879342 47.6628515, -122.2878504 47.6628515, -122.2878503 47.6627965, -122.2878312 47.6627965, -122.2878311 47.6627335, -122.2878665 47.6627335, -122.2878664 47.6627188, -122.2879072 47.6627188, -122.2879072 47.6627323, -122.2879437 47.6627323, -122.2879438 47.6628018))",POINT (-122.2878895503319 47.66278508534436),103.4
,760,220816638,,yes,,,"POLYGON ((-122.2897673 47.6629071, -122.2897674 47.6628609, -122.2897428 47.6628608, -122.2897428 47.6628323, -122.2897653 47.6628323, -122.2897653 47.662821, -122.2898092 47.6628211, -122.2898093 47.6628153, -122.2898714 47.6628153, -122.2898713 47.6628223, -122.2899535 47.6628224, -122.2899534 47.6629072, -122.2897673 47.6629071))",POINT (-122.2898551935075 47.66286262557033),141.8
,761,220816639,,yes,,,"POLYGON ((-122.288891 47.662904, -122.2888907 47.6628764, -122.2888977 47.6628764, -122.2888976 47.6628699, -122.2889254 47.6628698, -122.2889249 47.6628262, -122.2890639 47.6628254, -122.2890649 47.662903, -122.288891 47.662904))",POINT (-122.2889866539905 47.66286678338417),99.5
,762,220816640,,yes,,,"POLYGON ((-122.2877009 47.662529, -122.2876347 47.6624215, -122.2876695 47.6624117, -122.2876363 47.6623577, -122.2877318 47.6623308, -122.2877729 47.6623977, -122.2877619 47.6624008, -122.2877826 47.6624344, -122.2877922 47.6624316, -122.2878037 47.6624503, -122.2877936 47.6624531, -122.2878031 47.6624685, -122.2877917 47.6624717, -122.2878032 47.6624903, -122.2877383 47.6625085, -122.2877435 47.6625171, -122.2877009 47.662529))",POINT (-122.2877175711122 47.66243007723033),170.6
,763,220816641,,yes,,,"POLYGON ((-122.2893879 47.6630231, -122.2893866 47.662992, -122.2894064 47.6629916, -122.2894046 47.662951, -122.2895613 47.6629479, -122.2895644 47.6630195, -122.2893879 47.6630231))",POINT (-122.2894799519085 47.66298642195354),98.9
,764,220816642,,yes,,,"POLYGON ((-122.2883725 47.6629945, -122.2883732 47.6629342, -122.288401 47.6629344, -122.2884013 47.6629111, -122.2885103 47.6629117, -122.2885102 47.6629163, -122.2885409 47.6629165, -122.28854 47.6629867, -122.2885137 47.6629866, -122.2885136 47.6629953, -122.2883725 47.6629945))",POINT (-122.2884581838469 47.66295446830583),108.3
,765,220816643,,yes,,,"POLYGON ((-122.2899612 47.6629414, -122.2899642 47.6630135, -122.2897641 47.6630173, -122.2897611 47.6629452, -122.2899612 47.6629414))",POINT (-122.28986265 47.66297935),120.5
,766,220816644,,yes,,,"POLYGON ((-122.2890664 47.6629451, -122.2890668 47.6629858, -122.2890553 47.6629858, -122.2890557 47.6630238, -122.2888538 47.6630247, -122.288853 47.6629461, -122.2890664 47.6629451))",POINT (-122.2889574046697 47.66298438098272),136.4
,767,220816645,,yes,,,"POLYGON ((-122.2874849 47.6622357, -122.2875713 47.6623396, -122.2875103 47.6623627, -122.2874961 47.6623457, -122.2874603 47.6623592, -122.2873882 47.6622724, -122.2874849 47.6622357))",POINT (-122.2874793701231 47.66230244549209),103.6
,768,220816646,,yes,,,"POLYGON ((-122.2874452 47.6624137, -122.2875566 47.662494, -122.2874415 47.6625669, -122.2874317 47.6625598, -122.2874242 47.6625646, -122.2874006 47.6625476, -122.2874098 47.6625417, -122.2873333 47.6624866, -122.2873404 47.6624821, -122.2873271 47.6624725, -122.2873656 47.6624481, -122.2873774 47.6624566, -122.2874452 47.6624137))",POINT (-122.287440691879 47.66249002364803),150.4
,769,220816647,,yes,,,"POLYGON ((-122.2885576 47.6630089, -122.2885588 47.6630884, -122.2885086 47.6630887, -122.2885087 47.6630947, -122.2884617 47.6630951, -122.2884616 47.6630906, -122.2884529 47.6630906, -122.2884531 47.6631001, -122.2884161 47.6631003, -122.2884159 47.6630893, -122.2883842 47.6630895, -122.2883833 47.6630335, -122.2884069 47.6630333, -122.2884066 47.6630099, -122.2885576 47.6630089))",POINT (-122.2884731042343 47.66305251963757),117.1
,770,220816648,,yes,,,"POLYGON ((-122.2897848 47.6631227, -122.2897833 47.6630906, -122.2897659 47.663091, -122.2897652 47.6630739, -122.2897839 47.6630735, -122.2897825 47.6630433, -122.2899259 47.6630404, -122.2899268 47.6630613, -122.289948 47.6630609, -122.2899492 47.6630876, -122.2899412 47.6630878, -122.2899426 47.6631195, -122.2897848 47.6631227))",POINT (-122.2898599625903 47.66308205086282),106.3
,771,220816649,,yes,,,"POLYGON ((-122.2890707 47.6630633, -122.2890695 47.6630964, -122.289063 47.6630963, -122.2890624 47.6631137, -122.289048 47.6631135, -122.2890471 47.663139, -122.2889522 47.6631375, -122.288952 47.6631418, -122.2888949 47.6631409, -122.2888962 47.6631047, -122.2889212 47.6631051, -122.2889228 47.6630609, -122.2890707 47.6630633))",POINT (-122.288984330773 47.66310112410387),97.2
,772,220816651,,yes,,,"POLYGON ((-122.2880604 47.6631862, -122.2879413 47.6631871, -122.28794 47.6631101, -122.2879716 47.6631098, -122.287971 47.6630752, -122.2880586 47.6630746, -122.2880604 47.6631862))",POINT (-122.2880039039903 47.66313424681913),101.9
,773,220816653,,yes,,,"POLYGON ((-122.2896028 47.663052, -122.2896033 47.6630909, -122.2895757 47.663091, -122.2895762 47.6631295, -122.2894089 47.6631305, -122.2894085 47.663099, -122.2893921 47.6630991, -122.2893918 47.6630763, -122.2894075 47.6630762, -122.2894071 47.6630533, -122.2896028 47.663052))",POINT (-122.289496825286 47.66308976107387),120.1
,774,220816655,,yes,,,"POLYGON ((-122.2878156 47.6628479, -122.2877803 47.6629038, -122.2877985 47.6629091, -122.2877934 47.662917, -122.2878799 47.6629419, -122.2878369 47.6630101, -122.287716 47.6629753, -122.2877205 47.6629683, -122.2876271 47.6629414, -122.2876576 47.662893, -122.2876422 47.6628886, -122.2876905 47.662812, -122.2878156 47.6628479))",POINT (-122.28774642281 47.6629141722893),219.6
,775,220816658,,yes,,,"POLYGON ((-122.2894051 47.6632394, -122.2894023 47.6632044, -122.2893892 47.6632049, -122.2893876 47.6631847, -122.2894096 47.6631839, -122.2894072 47.6631542, -122.2895568 47.6631487, -122.2895637 47.6632336, -122.2894051 47.6632394))",POINT (-122.2894808061528 47.66319455908344),112.6
,776,220816659,,yes,,,"POLYGON ((-122.2886024 47.6631087, -122.2886014 47.663155, -122.2885629 47.6631546, -122.2885628 47.6631608, -122.2885262 47.6631604, -122.2885254 47.6631947, -122.2883598 47.663193, -122.288361 47.6631415, -122.2883826 47.6631417, -122.2883834 47.6631064, -122.2886024 47.6631087))",POINT (-122.2884723032951 47.66314789676117),144.5
,777,220816660,,yes,,,"POLYGON ((-122.2897702 47.6632271, -122.2897668 47.6631491, -122.2899438 47.6631456, -122.2899448 47.6631685, -122.2899576 47.6631682, -122.289959 47.6631996, -122.2899458 47.6631999, -122.2899469 47.6632236, -122.2897702 47.6632271))",POINT (-122.2898596387799 47.66318626957027),118.6
,778,220816661,,yes,,,"POLYGON ((-122.2890676 47.6632612, -122.2889136 47.6632619, -122.2889134 47.663241, -122.2888984 47.6632411, -122.2888982 47.6632269, -122.2889134 47.6632268, -122.2889129 47.6631814, -122.2890221 47.6631809, -122.2890223 47.6632043, -122.2890396 47.6632042, -122.2890397 47.6632174, -122.2890671 47.6632172, -122.2890676 47.6632612))",POINT (-122.2889815091222 47.66322457794066),93.4
,779,220816662,,yes,,,"POLYGON ((-122.2878791 47.6632073, -122.2880695 47.6632042, -122.2880702 47.6632252, -122.2880854 47.663225, -122.2880879 47.6632948, -122.2880617 47.6632952, -122.2880624 47.6633162, -122.287953 47.663318, -122.2879522 47.6632942, -122.2878546 47.6632957, -122.2878536 47.6632667, -122.2878812 47.6632663, -122.2878791 47.6632073))",POINT (-122.2879809258827 47.66325830446937),177.4
,780,220816663,,yes,,,"POLYGON ((-122.2873114 47.6627241, -122.2870362 47.6626125, -122.2870665 47.6625784, -122.2871579 47.6626155, -122.2871494 47.662625, -122.2871704 47.6626335, -122.2871832 47.6626191, -122.2871934 47.6626233, -122.2872197 47.6625937, -122.2872306 47.6625982, -122.2872376 47.6625903, -122.287267 47.6626023, -122.2873011 47.662564, -122.2874133 47.6626095, -122.2873114 47.6627241))",POINT (-122.2872525556577 47.66263759976127),225.8
,781,220816664,,yes,,,"POLYGON ((-122.2897642 47.6633372, -122.289765 47.6632607, -122.2899436 47.6632616, -122.2899436 47.6632699, -122.2899676 47.6632701, -122.2899672 47.6633116, -122.289945 47.6633115, -122.2899447 47.6633381, -122.2897642 47.6633372))",POINT (-122.2898611153685 47.66329889780858),122.8
,782,220816665,,yes,,,"POLYGON ((-122.287301 47.6627396, -122.2872509 47.6627914, -122.2871618 47.6627521, -122.2871453 47.6627691, -122.2870311 47.6627187, -122.2870978 47.6626498, -122.287301 47.6627396))",POINT (-122.2871621645321 47.66272291199845),148.7
,783,220816666,,yes,,,"POLYGON ((-122.2895466 47.6633308, -122.2893695 47.6633323, -122.2893689 47.6632975, -122.2893988 47.6632972, -122.2893981 47.6632626, -122.2895745 47.6632611, -122.2895753 47.6633041, -122.2895461 47.6633043, -122.2895466 47.6633308))",POINT (-122.289473841563 47.66329679896111),104.5
,784,220816667,,yes,,,"POLYGON ((-122.2875945 47.6630109, -122.2877479 47.6630469, -122.2877181 47.6631048, -122.2876903 47.6630983, -122.2876787 47.6631208, -122.2875532 47.6630913, -122.2875945 47.6630109))",POINT (-122.2876479754571 47.66306677046468),109.5
,785,220816668,,yes,,,"POLYGON ((-122.2890691 47.6633808, -122.2889436 47.663384, -122.2889386 47.6632964, -122.2890642 47.6632932, -122.2890691 47.6633808))",POINT (-122.2890038743679 47.66333859420169),91.9
,786,220816669,,yes,,,"POLYGON ((-122.2885338 47.6632808, -122.2885336 47.6632371, -122.2885613 47.6632371, -122.2885612 47.663199, -122.2886985 47.6631988, -122.2886987 47.6632806, -122.2885338 47.6632808))",POINT (-122.2886219503588 47.66324165023807),103.8
,787,220816670,,yes,,,"POLYGON ((-122.2897781 47.6634464, -122.2897785 47.6633627, -122.2898343 47.6633628, -122.2898344 47.6633539, -122.2898701 47.663354, -122.2898701 47.6633655, -122.2899476 47.6633657, -122.2899476 47.6633748, -122.2899668 47.6633725, -122.2899688 47.6634174, -122.2899474 47.6634185, -122.2899474 47.6634439, -122.2897781 47.6634464))",POINT (-122.2898672983075 47.66340311761516),124.6
,788,220816671,,yes,,,"POLYGON ((-122.2895838 47.663373, -122.2895835 47.6634509, -122.2894186 47.6634503, -122.2894191 47.6634409, -122.2893945 47.6634403, -122.2893966 47.6633962, -122.2894038 47.6633963, -122.289405 47.6633705, -122.2895838 47.663373))",POINT (-122.2894919136648 47.66341104015),120.0
,789,220816672,,yes,,,"POLYGON ((-122.2885887 47.6633255, -122.2885891 47.6634138, -122.2884683 47.663414, -122.2884683 47.6634064, -122.2884048 47.6634066, -122.2884047 47.6633735, -122.2884141 47.6633735, -122.2884139 47.6633258, -122.2885887 47.6633255))",POINT (-122.2885012270556 47.6633691322797),128.0
,790,220816673,,yes,,,"POLYGON ((-122.287498 47.6631845, -122.2875229 47.663141, -122.2875547 47.6631493, -122.287563 47.6631349, -122.2877499 47.6631837, -122.2877168 47.6632416, -122.287498 47.6631845))",POINT (-122.287626998494 47.66318582884826),117.1
,791,220816675,,yes,,,"POLYGON ((-122.2880625 47.6633632, -122.2880658 47.6634303, -122.2880341 47.663431, -122.2880362 47.6634746, -122.2878672 47.6634782, -122.287867 47.6634749, -122.2878545 47.6634751, -122.2878493 47.6633679, -122.2880625 47.6633632))",POINT (-122.2879530464401 47.66341879920692),185.2
